time,ask,bid,ask_volume,bid_volume
2023-01-19 15:55:00.082000,0.86057,0.86007,43,43
2023-01-19 15:55:00.336000,0.86052,0.86002,43,43
2023-01-19 15:55:00.594000,0.86057,0.86007,68,43
2023-01-19 15:55:01.156000,0.86052,0.86002,43,43
2023-01-19 15:55:01.993000,0.86042,0.85992,43,43
2023-01-19 15:55:02.144000,0.86017,0.85967,43,261
2023-01-19 15:55:02.218000,0.86017,0.85967,43,43
2023-01-19 15:55:02.535000,0.86012,0.85962,43,43
2023-01-19 15:55:03.474000,0.85997,0.85947,43,36
2023-01-19 15:55:03.535000,0.85997,0.85947,43,43
2023-01-19 15:55:03.588000,0.86007,0.85957,43,43
2023-01-19 15:55:03.811000,0.86012,0.85962,43,43
2023-01-19 15:55:04.096000,0.86007,0.85957,43,43
2023-01-19 15:55:04.262000,0.85997,0.85947,43,43
2023-01-19 15:55:04.450000,0.85992,0.85942,43,43
2023-01-19 15:55:04.620000,0.85997,0.85947,68,43
2023-01-19 15:55:05.087000,0.85992,0.85942,43,43
2023-01-19 15:55:06.444000,0.85979,0.85929,43,425
2023-01-19 15:55:06.564000,0.85992,0.85942,400,43
2023-01-19 15:55:06.685000,0.85992,0.85942,43,43
2023-01-19 15:55:07.162000,0.86012,0.85962,400,43
2023-01-19 15:55:07.296000,0.86012,0.85962,43,43
2023-01-19 15:55:07.625000,0.86017,0.85967,43,43
2023-01-19 15:55:08.231000,0.86007,0.85957,43,43
2023-01-19 15:55:09.231000,0.86017,0.85967,43,43
2023-01-19 15:55:09.443000,0.86002,0.85952,43,6
2023-01-19 15:55:09.656000,0.85992,0.85942,43,43
2023-01-19 15:55:10.835000,0.85972,0.85922,43,261
2023-01-19 15:55:11.031000,0.85977,0.85927,43,36
2023-01-19 15:55:11.130000,0.85977,0.85927,43,43
2023-01-19 15:55:11.373000,0.85967,0.85917,43,43
2023-01-19 15:55:11.636000,0.85972,0.85922,43,43
2023-01-19 15:55:11.884000,0.85977,0.85927,43,43
2023-01-19 15:55:11.987000,0.85987,0.85937,43,43
2023-01-19 15:55:12.124000,0.85982,0.85932,43,43
2023-01-19 15:55:12.429000,0.85977,0.85927,43,43
2023-01-19 15:55:13.368000,0.85972,0.85922,43,43
2023-01-19 15:55:14.634000,0.85967,0.85917,43,43
2023-01-19 15:55:15.318000,0.85962,0.85912,43,43
2023-01-19 15:55:15.443000,0.85958,0.85908,264,43
2023-01-19 15:55:15.515000,0.85952,0.85902,43,43
2023-01-19 15:55:16.427000,0.85957,0.85907,43,43
2023-01-19 15:55:16.589000,0.85952,0.85902,43,43
2023-01-19 15:55:17.434000,0.85937,0.85887,43,36
2023-01-19 15:55:17.505000,0.85937,0.85887,43,43
2023-01-19 15:55:17.555000,0.85927,0.85877,68,43
2023-01-19 15:55:17.834000,0.85932,0.85882,43,43
2023-01-19 15:55:18.328000,0.85942,0.85892,400,43
2023-01-19 15:55:18.459000,0.85937,0.85887,43,43
2023-01-19 15:55:18.690000,0.85947,0.85897,68,43
2023-01-19 15:55:20.548000,0.85942,0.85892,43,43
2023-01-19 15:55:21.329000,0.85929,0.85879,43,425
2023-01-19 15:55:23.136000,0.85927,0.85877,43,43
2023-01-19 15:55:23.574000,0.85932,0.85882,43,43
2023-01-19 15:55:24.862000,0.85937,0.85887,43,43
2023-01-19 15:55:24.965000,0.85932,0.85882,43,43
2023-01-19 15:55:25.432000,0.85922,0.85872,43,43
2023-01-19 15:55:25.857000,0.85927,0.85877,43,43
2023-01-19 15:55:26.296000,0.85932,0.85882,43,43
2023-01-19 15:55:26.646000,0.85937,0.85887,68,43
2023-01-19 15:55:26.920000,0.85932,0.85882,43,43
2023-01-19 15:55:27.563000,0.85937,0.85887,43,43
2023-01-19 15:55:28.921000,0.85932,0.85882,43,43
2023-01-19 15:55:29.481000,0.85927,0.85877,43,43
2023-01-19 15:55:30.161000,0.85932,0.85882,43,43
2023-01-19 15:55:30.327000,0.85927,0.85877,43,43
2023-01-19 15:55:30.713000,0.85932,0.85882,43,43
2023-01-19 15:55:30.925000,0.85927,0.85877,43,43
2023-01-19 15:55:31.845000,0.85937,0.85887,43,67
2023-01-19 15:55:31.971000,0.85942,0.85892,43,43
