time,ask,bid,ask_volume,bid_volume
2020-11-05 08:25:01.673000,8.75471,8.75301,1750000,1000000
2020-11-05 08:25:01.724000,8.75481,8.75313,1750000,1000000
2020-11-05 08:25:01.825000,8.75495,8.75327,1750000,1000000
2020-11-05 08:25:02.045000,8.75503,8.75335,1750000,1000000
2020-11-05 08:25:02.095000,8.75496,8.75323,1750000,1000000
2020-11-05 08:25:02.878000,8.75489,8.75321,1750000,1000000
2020-11-05 08:25:02.928000,8.7546,8.75294,1500000,1000000
2020-11-05 08:25:03.029000,8.75446,8.75278,1750000,1000000
2020-11-05 08:25:04.781000,8.75446,8.75283,1750000,1000000
2020-11-05 08:25:04.831000,8.75446,8.75278,1750000,1000000
2020-11-05 08:25:04.882000,8.75454,8.75281,1750000,1000000
2020-11-05 08:25:04.983000,8.75467,8.75294,1750000,1000000
2020-11-05 08:25:05.033000,8.75452,8.7528,1750000,1000000
2020-11-05 08:25:05.084000,8.75425,8.75264,1000000,1000000
2020-11-05 08:25:05.315000,8.75397,8.75239,1000000,1000000
2020-11-05 08:25:05.575000,8.75397,8.75239,1750000,1000000
2020-11-05 08:25:08.749000,8.75397,8.75239,1250000,1000000
2020-11-05 08:25:08.799000,8.75371,8.7524,1000000,1000000
2020-11-05 08:25:09.609000,8.75371,8.75249,1000000,1000000
2020-11-05 08:25:09.989000,8.75371,8.7524,1000000,1000000
2020-11-05 08:25:10.202000,8.75371,8.7525,1000000,1000000
2020-11-05 08:25:10.303000,8.7537,8.75253,1000000,1000000
2020-11-05 08:25:11.562000,8.75371,8.75248,1000000,1000000
2020-11-05 08:25:13.342000,8.75367,8.75248,1000000,1000000
2020-11-05 08:25:13.393000,8.75367,8.75239,1000000,1000000
2020-11-05 08:25:13.494000,8.75336,8.75184,1000000,1000000
2020-11-05 08:25:13.595000,8.75294,8.75115,1000000,1000000
2020-11-05 08:25:13.696000,8.75249,8.75066,1000000,1000000
2020-11-05 08:25:13.797000,8.75201,8.75049,1000000,1000000
2020-11-05 08:25:13.847000,8.75201,8.75043,1000000,1000000
2020-11-05 08:25:13.898000,8.75201,8.75055,1000000,1000000
2020-11-05 08:25:14.233000,8.75201,8.75023,1000000,1000000
2020-11-05 08:25:14.284000,8.75181,8.75024,1000000,1000000
2020-11-05 08:25:14.720000,8.7518,8.75002,1000000,1000000
2020-11-05 08:25:14.771000,8.75181,8.75003,1000000,1000000
2020-11-05 08:25:14.822000,8.75181,8.74999,1000000,1000000
2020-11-05 08:25:14.978000,8.75181,8.75005,1000000,1000000
2020-11-05 08:25:15.090000,8.75181,8.7503,1000000,1000000
2020-11-05 08:25:15.141000,8.75181,8.75019,1000000,1000000
2020-11-05 08:25:15.192000,8.75181,8.75031,1000000,1000000
2020-11-05 08:25:16.583000,8.75171,8.75031,1000000,1000000
2020-11-05 08:25:16.948000,8.75171,8.75025,1000000,1000000
2020-11-05 08:25:16.999000,8.75171,8.7502,1000000,1000000
2020-11-05 08:25:17.154000,8.75171,8.75021,1000000,1000000
2020-11-05 08:25:18.734000,8.7516,8.75022,1000000,1000000
2020-11-05 08:25:18.983000,8.75164,8.75034,1000000,1000000
2020-11-05 08:25:19.034000,8.75269,8.75045,1750000,1000000
2020-11-05 08:25:19.084000,8.7528,8.75052,1750000,1000000
2020-11-05 08:25:19.517000,8.7525,8.75041,1500000,1000000
2020-11-05 08:25:19.568000,8.7525,8.75043,1500000,1000000
2020-11-05 08:25:19.957000,8.7525,8.75041,1500000,1000000
2020-11-05 08:25:20.008000,8.75248,8.75046,1500000,1000000
2020-11-05 08:25:20.159000,8.75267,8.75069,1500000,1000000
2020-11-05 08:25:20.499000,8.75287,8.75063,1750000,1000000
2020-11-05 08:25:20.651000,8.75267,8.75066,1500000,1000000
2020-11-05 08:25:20.987000,8.75287,8.75062,1750000,1000000
2020-11-05 08:25:21.189000,8.75287,8.75082,1500000,1000000
2020-11-05 08:25:22.029000,8.75267,8.75074,1500000,1000000
2020-11-05 08:25:22.130000,8.75277,8.75062,1500000,1000000
2020-11-05 08:25:22.230000,8.75277,8.75062,1000000,1000000
2020-11-05 08:25:22.319000,8.75267,8.75062,1000000,1000000
2020-11-05 08:25:22.955000,8.75237,8.75058,1000000,1000000
2020-11-05 08:25:23.006000,8.75246,8.75037,1000000,1000000
2020-11-05 08:25:23.107000,8.75267,8.75054,1250000,1000000
2020-11-05 08:25:23.208000,8.75247,8.75047,1000000,1000000
2020-11-05 08:25:23.392000,8.75237,8.75047,1000000,1000000
2020-11-05 08:25:23.544000,8.75237,8.75044,1000000,1000000
2020-11-05 08:25:23.595000,8.75207,8.75016,1000000,1000000
2020-11-05 08:25:23.645000,8.75207,8.7501,1000000,1000000
2020-11-05 08:25:23.797000,8.75227,8.7501,1000000,1000000
2020-11-05 08:25:23.848000,8.75237,8.7501,1000000,1000000
2020-11-05 08:25:23.898000,8.75247,8.75037,1000000,1000000
2020-11-05 08:25:23.949000,8.75237,8.75013,1000000,1000000
2020-11-05 08:25:24.050000,8.75217,8.7501,1000000,1000000
2020-11-05 08:25:24.251000,8.75237,8.7501,1000000,1000000
2020-11-05 08:25:24.453000,8.75243,8.7501,1000000,1000000
2020-11-05 08:25:24.553000,8.75237,8.75013,1000000,1000000
2020-11-05 08:25:24.654000,8.75227,8.75013,1000000,1000000
2020-11-05 08:25:24.879000,8.75227,8.75011,1000000,1000000
2020-11-05 08:25:24.989000,8.75237,8.75011,1250000,1000000
2020-11-05 08:25:25.040000,8.75247,8.75013,1750000,1000000
2020-11-05 08:25:25.141000,8.75257,8.75039,1750000,1000000
2020-11-05 08:25:25.510000,8.75217,8.7503,1000000,1000000
2020-11-05 08:25:25.560000,8.75227,8.75022,1000000,1000000
2020-11-05 08:25:25.611000,8.75227,8.75016,1000000,1000000
2020-11-05 08:25:26.017000,8.75187,8.75003,1000000,1000000
2020-11-05 08:25:26.067000,8.75227,8.74993,1500000,1000000
2020-11-05 08:25:26.118000,8.75217,8.75014,1000000,1000000
2020-11-05 08:25:26.955000,8.75207,8.75014,1000000,1000000
2020-11-05 08:25:27.005000,8.75197,8.75001,1000000,1000000
2020-11-05 08:25:27.056000,8.75197,8.74998,1000000,1000000
2020-11-05 08:25:27.107000,8.75217,8.74998,1000000,1000000
2020-11-05 08:25:27.157000,8.75217,8.75001,1000000,1000000
2020-11-05 08:25:27.510000,8.75207,8.75001,1000000,1000000
2020-11-05 08:25:27.566000,8.75217,8.75001,1000000,1000000
2020-11-05 08:25:27.667000,8.75217,8.75009,1000000,1000000
2020-11-05 08:25:27.768000,8.75217,8.75008,1000000,1000000
2020-11-05 08:25:27.919000,8.75227,8.75009,1000000,1000000
2020-11-05 08:25:29.396000,8.75206,8.7501,1000000,1000000
2020-11-05 08:25:29.500000,8.75217,8.75009,1000000,1000000
2020-11-05 08:25:29.551000,8.75207,8.75015,1000000,1000000
2020-11-05 08:25:30.059000,8.75197,8.75015,1000000,1000000
2020-11-05 08:25:30.110000,8.75207,8.75015,1000000,1000000
2020-11-05 08:25:30.454000,8.75227,8.75028,1000000,1000000
2020-11-05 08:25:30.925000,8.75237,8.75054,1000000,1000000
2020-11-05 08:25:31.026000,8.75237,8.7505,1000000,1000000
2020-11-05 08:25:31.177000,8.75237,8.75056,1000000,1000000
2020-11-05 08:25:31.322000,8.75247,8.75056,1000000,1000000
2020-11-05 08:25:31.545000,8.75237,8.75056,1000000,1000000
2020-11-05 08:25:31.999000,8.75227,8.75056,1000000,1000000
2020-11-05 08:25:32.049000,8.75207,8.75035,1000000,1000000
2020-11-05 08:25:32.201000,8.75217,8.75035,1000000,1000000
