time,ask,bid,ask_volume,bid_volume
2020-05-08 13:25:00.252000,17.10872,17.10148,370,370
2020-05-08 13:25:00.353000,17.10722,17.09998,370,370
2020-05-08 13:25:00.504000,17.10672,17.09948,370,370
2020-05-08 13:25:00.655000,17.10682,17.09958,370,370
2020-05-08 13:25:01.582000,17.10732,17.10008,370,370
2020-05-08 13:25:01.988000,17.10682,17.09958,370,370
2020-05-08 13:25:02.089000,17.10582,17.09875,370,370
2020-05-08 13:25:02.240000,17.10582,17.09895,370,370
2020-05-08 13:25:02.470000,17.10582,17.09858,370,100
2020-05-08 13:25:03.927000,17.10402,17.09858,370,100
2020-05-08 13:25:04.078000,17.10512,17.09858,370,100
2020-05-08 13:25:04.262000,17.10472,17.09858,370,100
2020-05-08 13:25:04.928000,17.10422,17.09858,370,100
2020-05-08 13:25:05.491000,17.10392,17.09858,370,100
2020-05-08 13:25:05.949000,17.10482,17.09858,370,100
2020-05-08 13:25:05.999000,17.10462,17.09858,370,100
2020-05-08 13:25:06.347000,17.10392,17.09858,370,100
2020-05-08 13:25:06.610000,17.10392,17.09808,370,100
2020-05-08 13:25:06.660000,17.10292,17.09808,370,100
2020-05-08 13:25:07.013000,17.10202,17.09808,370,100
2020-05-08 13:25:07.064000,17.10302,17.09738,370,100
2020-05-08 13:25:07.354000,17.10362,17.09738,370,100
2020-05-08 13:25:07.455000,17.10402,17.09738,370,100
2020-05-08 13:25:07.747000,17.10312,17.09738,370,100
2020-05-08 13:25:08.231000,17.10322,17.09738,370,100
2020-05-08 13:25:08.411000,17.10392,17.09738,370,100
2020-05-08 13:25:08.462000,17.10402,17.09738,370,100
2020-05-08 13:25:08.589000,17.10322,17.09758,370,100
2020-05-08 13:25:09.058000,17.10232,17.09758,370,100
2020-05-08 13:25:09.250000,17.10282,17.09758,370,100
2020-05-08 13:25:09.458000,17.10332,17.09758,370,100
2020-05-08 13:25:09.825000,17.10392,17.09808,370,100
2020-05-08 13:25:11.207000,17.10502,17.09838,370,100
2020-05-08 13:25:11.856000,17.10702,17.09978,370,370
2020-05-08 13:25:11.907000,17.10782,17.10058,370,370
2020-05-08 13:25:12.082000,17.10762,17.10038,370,370
2020-05-08 13:25:12.183000,17.10752,17.10028,370,370
2020-05-08 13:25:12.880000,17.10702,17.09978,370,370
2020-05-08 13:25:13.768000,17.10662,17.09938,370,370
2020-05-08 13:25:14.729000,17.10752,17.10028,370,370
2020-05-08 13:25:14.880000,17.10812,17.10088,370,370
2020-05-08 13:25:15.457000,17.10932,17.10208,370,370
2020-05-08 13:25:15.558000,17.10872,17.10148,370,370
2020-05-08 13:25:15.851000,17.10932,17.10208,370,370
2020-05-08 13:25:15.952000,17.10842,17.10118,370,370
2020-05-08 13:25:16.760000,17.10852,17.10128,370,370
2020-05-08 13:25:17.351000,17.10822,17.10098,370,370
2020-05-08 13:25:17.567000,17.10782,17.10058,370,370
2020-05-08 13:25:17.768000,17.10752,17.10028,370,370
2020-05-08 13:25:17.869000,17.10782,17.10058,370,370
2020-05-08 13:25:18.087000,17.10822,17.10098,370,370
2020-05-08 13:25:18.886000,17.10852,17.10128,370,370
2020-05-08 13:25:19.521000,17.10782,17.10058,370,370
2020-05-08 13:25:20.473000,17.10772,17.10048,370,370
2020-05-08 13:25:21.047000,17.10862,17.10138,370,370
2020-05-08 13:25:21.518000,17.10782,17.10058,370,370
2020-05-08 13:25:22.513000,17.10742,17.10018,370,370
2020-05-08 13:25:23.445000,17.10782,17.10058,370,370
2020-05-08 13:25:23.765000,17.10942,17.10218,370,370
2020-05-08 13:25:23.866000,17.10962,17.10238,370,370
2020-05-08 13:25:25.068000,17.11022,17.10298,370,370
2020-05-08 13:25:25.756000,17.11062,17.10338,370,370
2020-05-08 13:25:25.857000,17.11082,17.10358,370,370
2020-05-08 13:25:26.534000,17.11132,17.10408,370,370
2020-05-08 13:25:26.635000,17.11162,17.10438,370,370
2020-05-08 13:25:27.856000,17.11222,17.10498,370,370
2020-05-08 13:25:28.397000,17.11192,17.10468,370,370
2020-05-08 13:25:29.634000,17.11222,17.10498,370,370
2020-05-08 13:25:29.735000,17.11252,17.10528,370,370
2020-05-08 13:25:30.807000,17.11292,17.10568,370,370
2020-05-08 13:25:33.758000,17.11392,17.10668,370,370
2020-05-08 13:25:35.164000,17.11302,17.10578,370,370
2020-05-08 13:25:35.678000,17.11272,17.10548,370,370
2020-05-08 13:25:35.901000,17.11372,17.10648,370,370
2020-05-08 13:25:36.298000,17.11332,17.10608,370,370
2020-05-08 13:25:36.436000,17.11372,17.10648,370,370
2020-05-08 13:25:38.708000,17.11392,17.10668,370,370
2020-05-08 13:25:39.187000,17.11342,17.10618,370,370
2020-05-08 13:25:40.148000,17.11352,17.10628,370,370
2020-05-08 13:25:40.507000,17.11312,17.10588,370,370
2020-05-08 13:25:40.658000,17.11342,17.10618,370,370
2020-05-08 13:25:40.887000,17.11432,17.10708,370,370
2020-05-08 13:25:40.988000,17.11472,17.10748,370,370
2020-05-08 13:25:42.151000,17.11682,17.10958,370,370
2020-05-08 13:25:42.251000,17.11562,17.10838,370,370
2020-05-08 13:25:42.553000,17.11482,17.10758,370,370
2020-05-08 13:25:42.654000,17.11532,17.10808,370,370
2020-05-08 13:25:42.755000,17.11582,17.10858,370,370
2020-05-08 13:25:42.914000,17.11662,17.10938,370,370
2020-05-08 13:25:43.064000,17.11642,17.10918,370,370
2020-05-08 13:25:45.128000,17.11632,17.10908,370,370
2020-05-08 13:25:45.409000,17.11642,17.10918,370,370
2020-05-08 13:25:46.554000,17.11612,17.10888,370,370
2020-05-08 13:25:47.264000,17.11642,17.10918,370,370
2020-05-08 13:25:49.098000,17.11602,17.10878,370,370
2020-05-08 13:25:49.478000,17.11562,17.10838,370,370
2020-05-08 13:25:49.747000,17.11542,17.10818,370,370
2020-05-08 13:25:49.848000,17.11512,17.10788,370,370
2020-05-08 13:25:51.041000,17.11632,17.10908,370,370
2020-05-08 13:25:51.142000,17.11722,17.10998,370,370
2020-05-08 13:25:51.627000,17.11672,17.10948,370,370
2020-05-08 13:25:52.202000,17.11642,17.10918,370,370
2020-05-08 13:25:52.699000,17.11672,17.10948,370,370
2020-05-08 13:25:52.824000,17.11722,17.10998,370,370
2020-05-08 13:25:52.925000,17.11802,17.11078,370,370
2020-05-08 13:25:53.026000,17.11752,17.11028,370,370
2020-05-08 13:25:53.673000,17.11742,17.11018,370,370
2020-05-08 13:25:56.899000,17.11812,17.11088,370,370
2020-05-08 13:25:57.249000,17.11742,17.11018,370,370
2020-05-08 13:25:58.395000,17.11812,17.11088,370,370
2020-05-08 13:25:58.826000,17.11872,17.11148,370,370
2020-05-08 13:25:59.055000,17.11832,17.11108,370,370
